Student_ID,Name,Gender,Age,Class,Section,Attendance,Study_Hours,Assignments,Previous_Marks,Internal_Marks,Project_Score,Practical_Score,Behavior_Score,Participation,Internet_Access,Family_Income,Parent_Education,Sleep_Hours,Extra_Curricular,Stress_Level,Exam_Preparation,Final_Exam,Final_Grade,Performance,Risk_Level,Pass_Fail
STU100960,Reyansh Sharma,Female,14,7,A,78.32,3.24,78.04,99.0,81.38,82.53,77.64,68.96,52.63,Yes,83252.0,Graduate,6.3,No,7.33,85.82,60.6,B,Average,Medium Risk,Pass
STU100961,Diya Nair,Male,15,8,D,70.09,2.86,81.13,80.5,89.33,84.37,96.61,76.3,69.19,Yes,62235.0,Graduate,5.6,No,6.85,42.07,51.81,C,Average,High Risk,Pass
STU100962,Aarav Patel,Female,16,11,A,78.23,0.5,61.65,85.13,78.64,88.44,72.67,96.85,89.29,Yes,112981.0,Diploma,6.96,Yes,8.43,54.06,49.63,D,Needs Improvement,High Risk,Pass
STU100963,Ananya Khan,Female,14,7,B,90.54,5.41,75.56,44.5,58.55,100.0,82.99,75.12,72.56,Yes,44139.0,Diploma,6.43,Yes,1.7,76.03,58.55,C,Average,Low Risk,Pass
STU100964,Arjun Gupta,Male,19,12,C,86.88,4.96,96.91,76.19,73.48,85.32,66.63,75.26,79.32,Yes,37013.0,Graduate,6.77,No,1.28,71.84,66.7,B,Average,Low Risk,Pass
STU100965,Sai Das,Male,17,10,A,86.84,2.83,56.32,65.71,64.23,63.24,91.3,73.13,52.4,Yes,18587.0,Graduate,7.1,No,8.22,50.42,37.13,F,Needs Improvement,High Risk,Fail
STU100966,Sai Joshi,Male,17,10,C,79.43,1.41,63.19,59.12,60.21,66.16,98.55,86.35,62.7,Yes,136135.0,Graduate,5.98,No,1.0,72.27,52.78,C,Average,Medium Risk,Pass
STU100967,Vivaan Das,Female,14,8,B,77.51,1.85,88.91,69.64,66.95,79.84,69.29,71.7,54.24,Yes,61238.0,Graduate,8.82,No,2.67,80.68,56.2,C,Average,Medium Risk,Pass
STU100968,Meera Patel,Female,18,12,A,79.84,4.41,77.16,71.74,67.29,99.66,81.82,88.47,68.46,Yes,68900.0,Diploma,6.29,No,5.21,97.63,61.01,B,Average,Medium Risk,Pass
STU100969,Sai Nair,Male,12,6,C,90.69,3.56,78.27,60.01,61.27,59.42,74.03,90.75,66.61,Yes,104757.0,Graduate,8.03,Yes,2.44,68.15,56.18,C,Average,Low Risk,Pass
STU100970,Myra Mishra,Female,14,8,C,92.09,4.81,91.33,73.02,64.57,66.06,96.34,85.36,60.48,Yes,51862.0,Graduate,6.02,No,5.52,64.86,56.38,C,Average,Low Risk,Pass
STU100971,Kiara Mishra,Female,15,8,B,69.93,3.84,64.09,67.22,55.73,93.03,100.0,75.31,81.38,No,35361.0,Diploma,7.07,No,2.8,22.69,44.12,D,Needs Improvement,High Risk,Pass
STU100972,Ayaan Sharma,Male,14,9,C,91.15,5.25,68.21,81.24,72.34,65.09,74.5,61.22,50.83,Yes,73137.0,High School,7.5,Yes,7.68,95.28,58.25,C,Average,Medium Risk,Pass
STU100973,Ananya Sharma,Female,16,9,C,74.19,4.29,66.36,73.64,63.16,65.71,37.98,75.31,31.31,Yes,43912.0,High School,7.15,Yes,6.54,43.67,41.13,D,Needs Improvement,High Risk,Pass
STU100974,Avni Verma,Male,14,7,B,87.63,5.03,70.78,76.01,69.4,100.0,100.0,69.98,59.71,Yes,21473.0,Graduate,6.72,Yes,5.65,80.56,59.75,C,Average,Low Risk,Pass
STU100975,Vivaan Mehta,Female,12,7,B,79.7,0.5,96.09,85.67,71.9,71.68,82.37,68.65,100.0,Yes,96361.0,High School,6.46,No,4.39,65.86,54.5,C,Average,Medium Risk,Pass
STU100976,Diya Gupta,Male,11,6,C,100.0,1.73,50.48,78.88,73.61,72.98,82.52,75.13,79.18,Yes,29722.0,Doctorate,6.55,No,3.03,84.54,55.18,C,Average,Low Risk,Pass
STU100977,Diya Khan,Male,15,10,B,76.98,3.12,58.09,69.9,79.53,100.0,97.49,83.75,54.77,No,34920.0,Diploma,6.26,No,4.83,51.82,45.88,D,Needs Improvement,Medium Risk,Pass
STU100978,Aditya Joshi,Male,15,8,B,84.14,5.43,55.51,36.61,53.21,68.91,76.42,70.53,78.01,Yes,69132.0,High School,7.37,No,2.64,88.87,51.04,C,Average,Medium Risk,Pass
STU100979,Vihaan Sharma,Male,14,9,B,89.28,6.71,97.03,78.22,87.19,68.46,72.65,61.5,67.59,Yes,19688.0,Postgraduate,9.01,Yes,8.93,100.0,67.52,B,Average,Medium Risk,Pass
STU100980,Riya Das,Female,15,10,B,71.51,3.44,66.78,55.41,63.55,100.0,79.02,66.5,76.98,Yes,50747.0,Postgraduate,7.4,Yes,5.74,71.17,48.17,D,Needs Improvement,High Risk,Pass
STU100981,Aadhya Sharma,Male,15,10,D,81.13,2.72,71.1,68.62,69.38,82.94,89.48,98.28,85.85,Yes,54481.0,Diploma,7.66,Yes,3.36,53.35,57.32,C,Average,Medium Risk,Pass
STU100982,Ishaan Verma,Male,15,9,C,78.8,0.57,51.78,75.94,67.32,85.34,95.13,84.58,73.48,Yes,78684.0,Graduate,8.19,Yes,8.23,27.49,40.72,D,Needs Improvement,High Risk,Pass
STU100983,Avni Mehta,Male,17,10,D,75.83,5.08,72.06,91.33,73.85,79.5,100.0,66.51,72.17,Yes,63842.0,Graduate,6.5,No,5.01,100.0,65.06,B,Average,Medium Risk,Pass
STU100984,Kiara Bose,Male,15,10,C,76.72,2.82,89.0,99.0,93.53,78.04,87.89,93.47,96.76,Yes,67446.0,Graduate,5.02,No,7.9,53.34,58.37,C,Average,Medium Risk,Pass
STU100985,Reyansh Patel,Male,16,10,D,95.34,8.43,79.79,55.26,66.76,80.31,80.4,75.12,79.71,Yes,72861.0,Graduate,7.0,Yes,7.84,73.86,57.65,C,Average,Medium Risk,Pass
STU100986,Meera Nair,Male,17,10,B,74.82,2.52,74.38,48.95,54.27,83.81,95.11,100.0,73.51,Yes,94108.0,Postgraduate,7.94,Yes,5.97,100.0,50.38,C,Average,High Risk,Pass
STU100987,Aadhya Bose,Male,14,8,A,88.8,7.07,52.53,75.21,70.18,100.0,70.4,81.14,70.76,Yes,39523.0,Graduate,9.21,Yes,2.56,100.0,72.91,B+,Good,Low Risk,Pass
STU100988,Krishna Iyer,Female,12,7,C,85.78,4.9,71.08,73.88,65.55,86.73,100.0,84.79,59.81,No,31077.0,Graduate,5.92,No,3.94,95.22,57.13,C,Average,Low Risk,Pass
STU100989,Avni Rao,Male,17,11,B,65.24,2.05,78.2,50.77,55.06,94.02,86.48,88.05,47.58,Yes,31819.0,Graduate,8.21,Yes,10.0,84.71,39.85,F,Needs Improvement,Critical Risk,Fail
STU100990,Myra Patel,Male,15,8,B,88.23,4.07,61.12,69.73,71.06,92.08,80.16,95.83,82.07,Yes,64380.0,Postgraduate,7.29,Yes,4.0,43.94,55.76,C,Average,Low Risk,Pass
STU100991,Avni Singh,Female,16,9,C,65.04,4.93,85.82,79.56,80.23,68.14,67.9,72.73,92.98,Yes,42692.0,Postgraduate,6.57,No,4.59,100.0,61.16,B,Average,Medium Risk,Pass
STU100992,Ishaan Verma,Male,12,7,A,89.54,3.34,89.28,50.32,60.37,78.51,91.06,94.79,77.7,Yes,37053.0,Graduate,5.85,No,4.16,99.61,54.29,C,Average,Medium Risk,Pass
STU100993,Kiara Verma,Male,16,9,C,75.91,5.04,68.07,54.09,56.33,77.36,78.26,70.51,80.19,Yes,78772.0,Graduate,6.36,Yes,3.22,68.29,52.87,C,Average,Medium Risk,Pass
STU100994,Aarav Das,Female,15,9,A,82.1,5.01,86.89,59.69,67.78,95.31,82.31,73.66,54.03,Yes,62877.0,Graduate,7.63,Yes,6.51,83.84,57.09,C,Average,Medium Risk,Pass
STU100995,Vihaan Nair,Male,17,10,B,66.47,4.65,74.35,66.6,54.37,90.23,59.82,78.11,59.27,Yes,98602.0,High School,8.35,Yes,2.42,94.02,59.85,C,Average,Medium Risk,Pass
STU100996,Meera Verma,Male,15,9,A,83.47,3.67,93.21,81.1,74.6,83.26,76.58,89.05,46.93,Yes,55067.0,Postgraduate,4.0,No,3.44,59.09,54.46,C,Average,Medium Risk,Pass
STU100997,Arjun Rao,Male,13,8,A,93.12,1.82,100.0,64.78,63.77,92.84,75.47,74.04,65.51,Yes,62334.0,High School,7.56,Yes,5.72,78.63,53.04,C,Average,Medium Risk,Pass
STU100998,Saanvi Singh,Female,19,12,C,72.32,3.58,59.6,70.89,65.97,53.17,86.11,97.81,87.7,Yes,40589.0,High School,6.37,Yes,4.6,58.02,49.02,D,Needs Improvement,High Risk,Pass
STU100999,Meera Rao,Male,16,9,C,74.71,3.98,87.54,99.0,95.96,72.92,78.09,93.92,57.45,Yes,18782.0,High School,6.47,Yes,5.43,100.0,69.69,B,Average,Medium Risk,Pass
STU101000,Aadhya Iyer,Female,18,11,D,87.46,0.7,95.57,54.7,69.32,67.62,44.33,78.48,68.66,Yes,38297.0,Graduate,7.46,No,5.04,62.94,42.64,D,Needs Improvement,Medium Risk,Pass
STU101001,Ishaan Verma,Male,16,11,D,87.76,3.97,61.44,59.55,56.53,85.72,77.05,66.41,82.64,Yes,35044.0,Diploma,9.11,Yes,2.76,84.16,57.81,C,Average,Low Risk,Pass
STU101002,Krishna Das,Female,14,9,A,52.79,3.55,67.37,80.85,68.36,89.38,62.79,90.01,91.75,Yes,26561.0,Diploma,6.21,Yes,8.03,33.89,42.72,D,Needs Improvement,Critical Risk,Pass
STU101003,Vihaan Sharma,Male,18,12,D,100.0,1.63,67.2,85.81,70.72,77.23,67.58,52.85,40.35,Yes,52789.0,High School,6.89,Yes,7.39,65.71,49.16,D,Needs Improvement,Medium Risk,Pass
STU101004,Ananya Sharma,Male,13,6,C,88.34,3.17,74.01,76.64,86.65,60.61,94.9,86.9,61.42,Yes,73894.0,Postgraduate,5.27,No,3.19,92.72,63.99,B,Average,Low Risk,Pass
STU101005,Reyansh Mishra,Male,17,12,B,90.36,3.2,70.65,98.94,84.56,86.5,59.27,68.11,56.71,Yes,39611.0,Doctorate,7.48,No,6.05,49.6,56.57,C,Average,Medium Risk,Pass
STU101006,Arjun Khan,Male,16,11,B,80.28,6.79,73.03,75.08,72.95,89.5,87.29,93.08,54.22,Yes,58347.0,Graduate,6.24,Yes,4.12,70.55,61.91,B,Average,Medium Risk,Pass
STU101007,Vivaan Verma,Male,15,9,C,59.74,4.05,88.57,38.38,40.47,60.07,73.7,61.37,63.11,Yes,37760.0,Postgraduate,8.73,Yes,7.27,53.28,34.76,F,Needs Improvement,Critical Risk,Fail
STU101008,Ayaan Sharma,Male,18,11,C,90.1,5.36,47.56,71.55,54.98,80.28,72.62,70.05,34.95,Yes,45631.0,Diploma,7.4,No,6.82,50.02,46.31,D,Needs Improvement,Medium Risk,Pass
STU101009,Aadhya Mishra,Female,16,9,A,75.22,3.51,61.39,60.86,60.51,86.63,69.22,83.26,63.38,No,37307.0,Graduate,6.69,No,7.61,40.52,35.15,F,Needs Improvement,High Risk,Fail
STU101010,Aditya Verma,Male,14,7,B,88.53,0.7,86.05,92.14,80.7,100.0,88.47,85.22,70.63,Yes,56025.0,High School,6.7,No,3.21,81.86,63.36,B,Average,Low Risk,Pass
STU101011,Diya Das,Male,18,11,C,79.37,4.78,84.29,85.43,80.99,67.22,87.42,70.49,51.22,Yes,63641.0,Postgraduate,7.4,Yes,2.39,54.24,63.98,B,Average,Medium Risk,Pass
STU101012,Vihaan Iyer,Other,12,7,D,84.86,2.65,60.12,44.56,52.38,91.15,59.14,74.01,61.33,Yes,105823.0,Graduate,7.76,Yes,1.38,40.35,45.69,D,Needs Improvement,Medium Risk,Pass
STU101013,Sai Mishra,Other,13,8,C,72.7,3.16,84.4,91.61,87.68,64.18,97.24,89.43,70.35,Yes,37845.0,Graduate,5.71,Yes,10.0,48.91,51.4,C,Average,Critical Risk,Pass
STU101014,Myra Mehta,Male,16,9,D,92.37,2.02,95.9,85.03,69.66,58.97,64.11,90.08,72.16,Yes,44476.0,Graduate,6.84,Yes,6.91,61.51,52.95,C,Average,Medium Risk,Pass
STU101015,Ananya Iyer,Male,18,11,B,67.74,3.82,75.26,64.81,58.72,63.46,86.52,73.78,40.58,Yes,81320.0,Postgraduate,7.0,No,7.59,75.23,43.16,D,Needs Improvement,High Risk,Pass
STU101016,Ayaan Verma,Male,14,8,A,100.0,5.4,60.88,68.74,64.33,93.88,66.98,70.71,82.6,Yes,42042.0,Diploma,7.23,No,2.23,63.22,59.89,C,Average,Low Risk,Pass
STU101017,Myra Joshi,Female,15,9,D,100.0,5.19,89.12,92.27,80.5,86.33,76.48,61.57,83.04,Yes,61444.0,Graduate,8.44,Yes,6.37,60.52,66.21,B,Average,Medium Risk,Pass
STU101018,Diya Rao,Male,11,6,B,100.0,6.24,100.0,38.46,55.98,81.76,64.64,81.04,56.64,Yes,39053.0,Graduate,5.43,Yes,1.66,92.47,58.74,C,Average,Low Risk,Pass
STU101019,Kiara Singh,Male,12,6,A,97.31,6.46,62.71,77.13,70.86,93.8,76.1,87.75,100.0,Yes,58523.0,High School,8.05,Yes,6.01,91.86,66.02,B,Average,Medium Risk,Pass
STU101020,Krishna Sharma,Male,13,6,A,80.99,0.5,76.59,87.49,74.05,75.61,79.24,79.82,78.2,Yes,64111.0,High School,7.4,No,5.14,81.63,53.5,C,Average,Medium Risk,Pass
STU101021,Ira Mehta,Male,12,6,B,96.0,1.79,92.35,68.58,74.15,79.24,66.25,66.9,75.6,Yes,88126.0,Graduate,6.45,Yes,4.5,72.9,53.69,C,Average,Medium Risk,Pass
STU101022,Saanvi Sharma,Female,17,12,B,80.85,0.81,77.73,80.37,79.44,71.06,86.09,99.44,82.3,Yes,34754.0,High School,7.89,Yes,4.02,32.35,50.49,C,Average,Medium Risk,Pass
STU101023,Myra Iyer,Female,18,11,B,63.36,4.71,49.79,71.65,64.31,68.01,87.68,52.76,51.41,Yes,61078.0,Graduate,6.58,No,7.45,51.97,40.37,D,Needs Improvement,High Risk,Pass
STU101024,Ishaan Das,Male,17,11,A,100.0,2.59,82.65,57.46,69.31,100.0,100.0,88.54,63.64,Yes,45980.0,Doctorate,5.01,No,4.05,90.05,57.17,C,Average,Low Risk,Pass
STU101025,Vivaan Verma,Female,11,6,D,95.55,2.92,61.32,57.06,43.5,100.0,97.0,80.6,81.12,Yes,23428.0,Diploma,3.5,Yes,7.81,93.57,45.01,D,Needs Improvement,Medium Risk,Pass
STU101026,Kiara Mehta,Female,12,6,B,81.62,3.35,56.94,81.39,66.9,100.0,100.0,83.62,55.64,Yes,37003.0,Postgraduate,5.66,No,5.01,66.47,54.98,C,Average,Medium Risk,Pass
STU101027,Vivaan Mehta,Female,13,7,B,67.3,4.31,50.08,59.83,63.67,74.53,57.2,68.56,63.66,No,35004.0,Graduate,6.4,No,5.85,66.25,36.09,F,Needs Improvement,High Risk,Fail
STU101028,Ishaan Verma,Male,16,9,D,74.97,1.32,93.86,45.61,54.5,66.42,53.89,76.17,80.82,Yes,59435.0,Graduate,7.19,No,6.2,41.79,31.72,F,Needs Improvement,Critical Risk,Fail
STU101029,Arjun Nair,Male,15,8,C,60.15,1.69,63.48,71.96,60.45,71.15,77.53,81.52,75.58,No,33057.0,Diploma,7.66,No,6.02,86.79,41.0,D,Needs Improvement,High Risk,Pass
STU101030,Avni Khan,Female,16,9,D,93.34,3.7,81.0,61.79,65.35,97.52,100.0,76.97,70.38,No,51071.0,Postgraduate,6.72,No,5.56,49.05,47.16,D,Needs Improvement,Medium Risk,Pass
STU101031,Myra Khan,Female,14,7,B,62.76,5.62,84.68,50.81,61.0,85.23,100.0,56.47,71.13,Yes,49306.0,Graduate,5.45,No,9.41,100.0,46.16,D,Needs Improvement,Critical Risk,Pass
STU101032,Arjun Verma,Female,16,11,B,85.44,3.66,78.43,71.15,67.0,73.17,72.23,98.55,66.85,Yes,65627.0,Graduate,6.58,No,7.36,63.26,47.5,D,Needs Improvement,Medium Risk,Pass
STU101033,Aadhya Das,Female,15,8,A,71.88,2.43,80.45,82.28,90.27,84.32,74.54,85.8,85.35,Yes,39543.0,Postgraduate,6.76,No,1.0,57.02,61.28,B,Average,Medium Risk,Pass
STU101034,Reyansh Khan,Male,13,6,A,64.88,0.5,81.72,70.32,73.11,63.95,88.73,78.42,100.0,Yes,25182.0,High School,8.91,Yes,4.68,27.97,46.24,D,Needs Improvement,High Risk,Pass
STU101035,Sai Gupta,Male,17,11,B,84.86,5.22,78.07,52.94,54.31,64.12,78.37,79.19,75.27,Yes,74372.0,High School,7.61,Yes,8.07,63.27,44.47,D,Needs Improvement,High Risk,Pass
STU101036,Aditya Gupta,Female,17,12,D,77.99,2.52,64.6,77.71,60.81,80.98,80.07,98.2,93.08,No,38077.0,High School,5.18,Yes,3.47,66.04,46.62,D,Needs Improvement,Medium Risk,Pass
STU101037,Reyansh Patel,Male,13,6,D,92.06,1.86,63.26,86.56,78.26,69.99,90.49,69.09,62.14,Yes,80384.0,Postgraduate,6.65,Yes,5.11,57.66,55.28,C,Average,Low Risk,Pass
STU101038,Meera Das,Female,16,9,D,66.79,0.96,74.43,99.0,78.57,75.71,100.0,66.38,57.73,Yes,48596.0,Postgraduate,7.77,Yes,5.26,60.49,55.1,C,Average,Medium Risk,Pass
STU101039,Vihaan Patel,Female,18,11,B,72.91,1.4,74.11,93.07,96.78,36.52,97.19,88.2,55.81,No,50575.0,Diploma,7.02,Yes,8.28,81.22,50.77,C,Average,Critical Risk,Pass
STU101040,Riya Das,Male,15,10,C,53.35,2.16,82.44,53.91,65.26,64.94,100.0,83.55,53.47,Yes,64464.0,Graduate,5.21,No,3.01,79.21,45.58,D,Needs Improvement,High Risk,Pass
STU101041,Meera Khan,Male,18,11,C,55.79,3.32,92.52,83.73,85.1,79.96,56.58,65.88,64.72,Yes,65494.0,Postgraduate,7.9,No,3.29,74.53,57.71,C,Average,High Risk,Pass
STU101042,Ananya Das,Male,15,8,D,100.0,1.77,81.16,74.1,74.79,54.79,95.43,91.06,85.95,Yes,47384.0,Diploma,7.4,Yes,6.11,81.85,56.92,C,Average,Medium Risk,Pass
STU101043,Ira Verma,Female,13,8,C,100.0,4.0,63.84,51.57,64.17,59.76,67.48,81.54,88.05,No,40314.0,Diploma,6.83,Yes,5.79,52.08,41.0,D,Needs Improvement,Medium Risk,Pass
STU101044,Krishna Mehta,Female,16,10,B,83.11,3.31,43.28,74.54,47.05,81.19,100.0,67.22,60.83,Yes,48043.0,Doctorate,6.11,No,6.14,78.7,45.99,D,Needs Improvement,High Risk,Pass
STU101045,Diya Gupta,Female,12,7,C,72.11,7.26,64.47,99.0,74.14,99.03,100.0,83.88,64.17,Yes,21756.0,High School,8.11,Yes,5.74,90.92,70.8,B+,Good,Medium Risk,Pass
STU101046,Avni Verma,Male,14,7,D,78.42,0.97,55.83,89.13,82.22,62.57,89.46,82.09,69.96,Yes,76242.0,Graduate,5.0,Yes,4.86,88.16,56.83,C,Average,Medium Risk,Pass
STU101047,Riya Patel,Other,17,10,B,92.48,3.96,65.04,53.78,68.35,77.98,71.84,76.94,74.21,Yes,33297.0,Graduate,5.29,No,6.22,43.01,41.28,D,Needs Improvement,Medium Risk,Pass
STU101048,Ananya Iyer,Female,16,10,A,75.83,3.98,79.63,70.22,61.88,78.37,75.5,82.61,80.56,Yes,38918.0,Diploma,6.19,Yes,5.51,53.42,51.84,C,Average,Medium Risk,Pass
STU101049,Ayaan Das,Male,13,6,D,84.85,2.05,77.27,77.87,61.41,54.67,74.73,85.51,62.82,Yes,40988.0,Graduate,7.33,No,4.6,50.29,44.96,D,Needs Improvement,Medium Risk,Pass
STU101050,Aarav Joshi,Male,16,9,D,81.85,3.85,100.0,42.32,61.45,99.46,94.63,88.97,66.39,Yes,58014.0,Postgraduate,5.5,Yes,4.97,78.21,53.59,C,Average,Medium Risk,Pass
STU101051,Ayaan Das,Male,15,8,B,75.17,4.93,83.25,42.87,59.79,81.12,88.14,79.29,94.38,Yes,46225.0,Graduate,6.4,Yes,4.02,78.59,53.26,C,Average,Medium Risk,Pass
STU101052,Aarav Verma,Female,14,9,C,75.69,3.85,100.0,72.47,77.89,79.13,100.0,74.75,64.99,No,66155.0,Postgraduate,6.62,No,3.68,82.15,57.25,C,Average,Medium Risk,Pass
STU101053,Reyansh Khan,Male,18,12,A,85.52,5.92,86.73,72.68,73.24,91.43,100.0,80.87,59.66,Yes,61825.0,Diploma,7.38,No,6.22,35.63,54.65,C,Average,Medium Risk,Pass
STU101054,Kiara Verma,Female,11,6,D,70.28,0.5,92.29,40.58,44.43,51.6,68.29,92.29,68.46,Yes,33963.0,Diploma,6.7,Yes,2.49,90.52,41.17,D,Needs Improvement,High Risk,Pass
STU101055,Meera Mishra,Male,18,12,D,87.42,2.35,70.62,76.21,68.94,92.5,90.05,85.56,71.41,Yes,34042.0,Diploma,6.7,Yes,6.48,66.63,50.84,C,Average,Medium Risk,Pass
STU101056,Kiara Sharma,Male,15,9,A,76.34,6.06,59.88,87.39,73.45,100.0,90.48,74.08,42.26,Yes,43393.0,Graduate,6.22,Yes,4.57,86.9,64.53,B,Average,Medium Risk,Pass
STU101057,Arjun Nair,Male,17,11,A,83.53,5.16,69.27,66.51,62.06,86.43,81.58,78.67,62.01,Yes,67642.0,High School,8.2,Yes,4.89,80.33,59.23,C,Average,Medium Risk,Pass
STU101058,Ishaan Mishra,Male,13,8,D,98.61,4.56,75.82,70.96,56.55,90.06,96.39,97.99,77.56,Yes,62397.0,Doctorate,7.73,Yes,4.75,60.85,59.55,C,Average,Low Risk,Pass
STU101059,Meera Rao,Male,15,8,B,79.98,5.67,66.58,79.14,76.27,80.46,89.31,86.99,100.0,Yes,65222.0,Postgraduate,7.69,Yes,6.11,82.35,63.79,B,Average,Medium Risk,Pass
STU101060,Myra Rao,Male,18,11,A,93.04,0.63,60.98,77.02,75.67,88.22,75.01,79.82,60.48,Yes,43644.0,Doctorate,6.14,No,8.06,55.76,44.72,D,Needs Improvement,High Risk,Pass
STU101061,Meera Khan,Male,16,10,B,60.5,4.97,82.25,43.3,50.82,71.6,79.74,91.68,83.77,Yes,76997.0,High School,6.44,No,8.71,67.38,38.59,F,Needs Improvement,Critical Risk,Fail
STU101062,Ishaan Patel,Male,14,7,B,76.36,5.4,60.92,55.52,56.46,84.32,77.86,71.48,73.23,No,57327.0,Graduate,7.52,No,7.2,79.14,44.52,D,Needs Improvement,High Risk,Pass
STU101063,Vivaan Bose,Female,15,10,B,82.33,2.65,53.0,63.67,56.79,79.7,72.19,81.95,90.88,No,37571.0,Postgraduate,6.35,Yes,5.26,63.63,40.5,D,Needs Improvement,Medium Risk,Pass
STU101064,Ira Gupta,Other,16,11,D,100.0,7.91,59.17,56.23,54.31,89.23,81.94,100.0,58.86,Yes,43542.0,Graduate,5.98,No,6.7,54.17,52.26,C,Average,Medium Risk,Pass
STU101065,Reyansh Sharma,Male,14,8,B,58.48,4.01,72.48,93.47,84.98,98.07,65.69,85.84,89.86,No,70662.0,Graduate,7.32,Yes,1.06,73.87,64.69,B,Average,High Risk,Pass
STU101066,Diya Bose,Male,19,12,A,80.85,0.5,61.14,80.15,74.99,100.0,90.63,97.45,95.24,Yes,96437.0,High School,5.56,No,6.32,86.38,53.8,C,Average,High Risk,Pass
STU101067,Ira Mehta,Male,16,10,C,99.48,4.31,72.58,52.24,66.4,80.97,100.0,76.99,96.0,No,22510.0,Postgraduate,6.77,No,5.88,59.39,45.14,D,Needs Improvement,Medium Risk,Pass
STU101068,Ayaan Mishra,Male,13,8,D,72.58,2.55,85.01,66.57,77.24,86.15,83.6,72.29,95.69,Yes,55254.0,Graduate,7.98,Yes,2.01,72.72,61.02,B,Average,Medium Risk,Pass
STU101069,Saanvi Khan,Female,13,6,B,79.45,5.56,84.62,88.09,80.4,73.09,95.1,91.92,73.44,Yes,23811.0,Doctorate,7.16,No,3.94,91.62,69.34,B,Average,Medium Risk,Pass
STU101070,Reyansh Das,Male,15,10,C,85.98,4.58,66.09,59.66,81.23,98.63,86.07,56.06,80.53,Yes,34997.0,High School,5.85,Yes,5.66,100.0,59.01,C,Average,Low Risk,Pass
STU101071,Arjun Patel,Female,14,7,D,84.21,2.74,56.44,83.63,82.95,71.72,67.43,80.16,62.45,Yes,60515.0,Graduate,7.52,No,5.86,60.07,49.75,D,Needs Improvement,Medium Risk,Pass
STU101072,Reyansh Bose,Female,18,11,C,100.0,6.1,67.37,92.13,74.91,100.0,100.0,90.37,29.99,Yes,51642.0,High School,6.34,No,7.01,50.6,62.48,B,Average,Medium Risk,Pass
STU101073,Riya Singh,Female,16,9,D,87.38,5.2,85.83,89.46,83.55,59.35,46.83,84.75,74.61,Yes,34003.0,High School,7.93,Yes,8.44,79.52,59.71,C,Average,Medium Risk,Pass
STU101074,Meera Iyer,Female,14,9,C,97.93,2.38,89.34,72.89,60.52,100.0,84.14,52.77,67.1,Yes,40233.0,Postgraduate,7.56,Yes,4.8,50.86,54.45,C,Average,Medium Risk,Pass
STU101075,Saanvi Nair,Female,13,7,A,77.68,3.46,81.29,90.02,82.02,95.78,72.9,61.85,87.34,Yes,74494.0,High School,6.62,Yes,2.82,77.6,68.62,B,Average,Medium Risk,Pass
STU101076,Reyansh Sharma,Male,15,10,C,73.11,4.53,94.02,61.64,81.13,66.22,100.0,76.63,85.52,No,50800.0,Graduate,6.18,Yes,6.74,79.35,51.71,C,Average,High Risk,Pass
STU101077,Avni Mishra,Female,14,7,D,79.29,3.12,100.0,99.0,100.0,100.0,87.02,83.7,50.88,Yes,48985.0,Diploma,6.07,No,7.68,53.91,62.3,B,Average,Medium Risk,Pass
STU101078,Krishna Verma,Male,15,8,B,68.09,3.16,68.75,73.85,68.96,66.4,100.0,84.17,100.0,Yes,77554.0,Postgraduate,9.85,Yes,7.64,57.85,52.97,C,Average,High Risk,Pass
STU101079,Diya Das,Female,18,11,C,87.8,3.76,98.3,88.35,87.51,76.8,82.65,77.93,76.99,Yes,69524.0,Graduate,4.48,Yes,6.04,82.15,63.76,B,Average,Medium Risk,Pass
STU101080,Ananya Mehta,Male,18,12,B,77.37,1.99,72.09,64.21,69.57,58.54,70.03,86.76,46.88,No,41235.0,Graduate,5.06,Yes,9.1,76.27,34.83,F,Needs Improvement,Critical Risk,Fail
STU101081,Kiara Khan,Male,17,12,B,73.94,0.5,91.3,77.99,91.58,72.8,57.88,83.24,49.41,No,64573.0,Graduate,8.21,Yes,4.55,61.1,48.23,D,Needs Improvement,High Risk,Pass
STU101082,Riya Rao,Female,19,12,B,87.98,4.08,86.63,78.7,70.06,81.37,98.0,76.46,30.8,Yes,43722.0,Diploma,7.98,Yes,8.3,67.35,52.16,C,Average,High Risk,Pass
STU101083,Ananya Khan,Male,16,9,D,68.28,0.52,46.34,55.14,72.5,87.49,71.31,84.45,83.75,No,51175.0,Postgraduate,7.4,Yes,2.78,43.32,37.24,F,Needs Improvement,High Risk,Fail
STU101084,Vihaan Iyer,Male,14,7,C,91.25,2.11,61.51,54.66,55.22,100.0,78.12,70.23,60.52,Yes,22632.0,High School,4.81,No,1.0,73.66,46.99,D,Needs Improvement,Medium Risk,Pass
STU101085,Vivaan Rao,Male,16,11,C,76.26,0.87,57.68,66.73,54.93,68.04,98.64,85.64,54.87,Yes,37956.0,High School,7.59,Yes,2.75,57.6,44.53,D,Needs Improvement,Medium Risk,Pass
STU101086,Reyansh Mishra,Female,16,11,B,95.91,1.06,49.27,87.69,70.34,34.84,93.53,67.84,58.41,No,52556.0,Graduate,5.92,Yes,3.95,64.49,44.89,D,Needs Improvement,Medium Risk,Pass
